country,district_id,district_name,time,year,label,elev_std,rainfall_std,ntl_std,temp_std,travel_std,pop_dens_std,poverty_std
GHA,7,Adansi Akrofuom,1,2014,DHS 2014,-0.11657988211298642,-0.005940686730898089,-0.5981677548930847,-0.5897123906780973,-0.3156238476720658,-0.5917537432676933,0.6993588139498411
GHA,7,Adansi Akrofuom,2,2022,DHS 2022,-0.11657988211298642,0.4813888308037331,-0.4901604844765056,-0.33258740675039544,-0.3156238476720658,-0.5917537432676933,0.6993588139498411
GHA,8,Adansi Asokwa,1,2014,DHS 2014,0.2345688015497956,-0.06584564579292788,-0.6088522260568698,-0.57176666046016,-0.5174849709878961,-0.3856204038449359,0.35762276987237357
GHA,8,Adansi Asokwa,2,2022,DHS 2022,0.2345688015497956,0.6623783405174412,-0.42914179524138785,-0.7132737660487325,-0.5174849709878961,-0.3856204038449359,0.35762276987237357
GHA,9,Adansi North,1,2014,DHS 2014,0.9614417439411647,-0.12627122290676424,-0.46894202381483197,-0.5502305439961324,-1.0426942859061354,-0.03690052063538469,-0.585865873558896
GHA,9,Adansi North,2,2022,DHS 2022,0.9614417439411647,0.6238051498728626,0.01376353462671841,-0.38065145475289436,-1.0426942859061354,-0.03690052063538469,-0.585865873558896
GHA,10,Adansi South,1,2014,DHS 2014,-0.4633102343991124,0.031991771642083056,-0.6016587300577106,-0.629659313298675,-0.29982229680783196,-0.4313697765093094,0.5507779252205072
GHA,10,Adansi South,2,2022,DHS 2022,-0.4633102343991124,0.6714302072085782,-0.4074336133572982,-0.6397607626853439,-0.29982229680783196,-0.4313697765093094,0.5507779252205072
GHA,11,Afigya-Kwabre North,1,2014,DHS 2014,1.3224925415399467,-0.0033708333043977485,-0.5771313168881932,-1.146854762098626,-0.3072815630021635,0.35854901293883984,-0.177268429553228
GHA,11,Afigya-Kwabre North,2,2022,DHS 2022,1.3224925415399467,0.3601784418111058,-0.29063972603990823,-1.2289995748826672,-0.3072815630021635,0.35854901293883984,-0.177268429553228
GHA,12,Afigya-Kwabre South,1,2014,DHS 2014,1.0935200788059045,0.007878449639806816,0.2521346867176148,-0.9712358866659372,-0.5262891471445991,0.9797259072371836,-1.083611850802164
